za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1_1;V1_2;V1_3;V1_4;V1_5;V2;V3_1;V3_2;V3_3;V4;V5;V6;V7;V8_12;V8_13;V8_14;V8_15;V8_16;V8_17;V8_18;V8_19;V8_20;V8_21;V8_96;V8_97;V8_98;V8_99;V8_o;V9_12;V9_13;V9_14;V9_15;V9_16;V9_17;V9_18;V9_19;V9_20;V9_21;V9_22;V9_23;V9_24;V9_25;V9_96;V9_97;V9_98;V9_99;V9_o;V10_1;V10_2;V10_3;V10_4;V11
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3569367;,320008;2020/06/16;20000 bis 50000;Sachsen;Ost;m;64;Studium;ja;zwei;zwei;AfD;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;sehr unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Ich kenne es aus China.Man ist immer online (GEHT in Echtzeit);nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Man braucht viel zu viele Verteiler. Das wird nicht so schnell umsetzbar sein (Land), in Städten - ja.;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3581533;,217121;2020/06/16;500000 und mehr;Bayern;West;m;53;Studium;ja;zwei;zwei;FDP;ja;keine Angabe;Mobilfunk;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher zufrieden;sehr zufrieden;eher unzufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnellere Datenübertragung. Voraussetzung z.B. für autonomes fahren und neuere Technologien;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3584181;1,46805;2020/06/17;20000 bis 50000;Hessen;West;w;60;Studium;ja;eine Person;eine Person;Die Linke;ja;bis unter 1.500 Euro;Mobilfunk;gar nicht wichtig;sehr wichtig;sehr wichtig;wichtig;gar nicht wichtig;ja;eher zufrieden;sehr zufrieden;eher zufrieden;weniger gut;weiß nicht, keine Angabe;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Hat folgen auf Mensch Tier und Natur. - Elektrosmog;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3586554;4,111646;2020/06/17;500000 und mehr;Baden-Württemberg;West;m;39;Studium;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Mobilfunk;wichtig;wichtig;wichtig;weniger wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;weiß nicht, keine Angabe;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Stabilität und Geschwindigkeit erhöhen sich.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3596403;4,376706;2020/06/16;50000 bis 100000;Thüringen;Ost;m;21;Mittlerer Bildungsabschl;ja;drei;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;sehr unzufrieden;gar nicht gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;die versuchen immer alles nach vorne zu preschen die schaffen  noch nicht mal einheitlichen Standard in Deutschland zu schaffen;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3601893;,534149;2020/06/16;100000 bis 500000;Rheinland-Pfalz;West;w;58;Mittlerer Bildungsabschl;ja;zwei;zwei;CDU/CSU;ja;1.500 bis unter 2.500 Euro;Mobilfunk;gar nicht wichtig;sehr wichtig;weniger wichtig;weniger wichtig;gar nicht wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gar nicht gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;bessere Netze und Kapazitäten;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;gesundheitsschädliche Folge;stimme gar nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3607269;,296363;2020/06/17;50000 bis 100000;Sachsen-Anhalt;Ost;w;68;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Mobilfunk;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;sehr unzufrieden;eher zufrieden;sehr unzufrieden;gar nicht gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;ist die Zukunft, Datenmenge;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3607516;,477234;2020/06/18;500000 und mehr;Niedersachsen;West;w;55;Studium;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnelleres Netz;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Umweltbelastungen, Strahlungen;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3612758;1,766037;2020/06/17;500000 und mehr;Sachsen;Ost;m;36;Studium;ja;vier;zwei;Bündnis `90, Die Grünen;ja;1.500 bis unter 2.500 Euro;Mobilfunk;weniger wichtig;weiß nicht, keine Angabe;sehr wichtig;weniger wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;sehr zufrieden;gut;weniger stark;ja;eher gegen Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnelleres Netz;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;höhere Dichte an Sendemasken;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3614076;,417312;2020/06/17;500000 und mehr;Niedersachsen;West;m;46;Abitur;ja;zwei;zwei;Die Linke;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Leistungsfähigkeit Netz und Nutzer, höhere Datenrate, zukunftsweisend.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Kosten für die Nutzer.;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3616266;2,207922;2020/06/17;500000 und mehr;Schleswig-Holstein;West;m;48;Mittlerer Bildungsabschl;ja;drei;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;gar nicht wichtig;gar nicht wichtig;wichtig;sehr wichtig;ja;eher unzufrieden;eher unzufrieden;sehr unzufrieden;weiß nicht, keine Angabe;stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3620280;,52777;2020/06/16;500000 und mehr;Niedersachsen;West;m;62;Mittlerer Bildungsabschl;ja;zwei;zwei;SPD;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;wird schneller-zuverlässiger;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;keine;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3621555;,84717;2020/06/18;500000 und mehr;Niedersachsen;West;m;46;Mittlerer Bildungsabschl;ja;eine Person;eine Person;Die Linke;ja;keine Angabe;Festnetz;wichtig;wichtig;wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;weniger gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnellere Nutzung. Ist schon gut mit 4G aber noch besser mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Die Strahlenbelastung und Elektrosmog;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3623656;,242671;2020/06/18;500000 und mehr;Niedersachsen;West;w;71;Abitur;nein;eine Person;eine Person;FDP;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;weniger wichtig;wichtig;weniger wichtig;gar nicht wichtig;ja;sehr zufrieden;sehr zufrieden;weiß nicht, keine Angabe;weniger gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3626717;,555824;2020/06/17;bis 2000;Niedersachsen;West;m;55;Mittlerer Bildungsabschl;ja;fuenf und mehr;fuenf und mehr;CDU/CSU;ja;keine Angabe;Mobilfunk;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;sehr zufrieden;eher unzufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnelle und mehr und sicher versenden der daten;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3634319;,303206;2020/06/17;500000 und mehr;Niedersachsen;West;m;45;Abitur;ja;vier;zwei;Bündnis `90, Die Grünen;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;sehr unzufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Industrie, Mobilität bei Auto oder Bahn;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3641367;4,375184;2020/06/17;500000 und mehr;Nordrhein-Westfalen;West;m;53;Abitur;ja;eine Person;eine Person;Bündnis `90, Die Grünen;ja;keine Angabe;Mobilfunk;wichtig;wichtig;wichtig;weniger wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;welche folgen, der notwendige ausbau (masten) fürs landschaftsbild und finanziell hat;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3648204;1,584693;2020/06/16;100000 bis 500000;Hessen;West;w;40;Volks-, Hauptschule;nein;vier;eine Person;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Mobilfunk;wichtig;wichtig;wichtig;wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3648499;,328411;2020/06/17;20000 bis 50000;Sachsen;Ost;w;40;Abitur;ja;vier;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Mobilfunk;gar nicht wichtig;wichtig;wichtig;wichtig;gar nicht wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gar nicht gut;sehr stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;keine;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;ungeahnte gesundheitliche Folgeschäden;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3650170;,231148;2020/06/16;500000 und mehr;Niedersachsen;West;m;64;Studium;nein;zwei;zwei;FDP;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;weniger wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher unzufrieden;eher unzufrieden;sehr unzufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;sehr teure Technologie;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3653582;1,515892;2020/06/16;50000 bis 100000;Nordrhein-Westfalen;West;m;49;Mittlerer Bildungsabschl;ja;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Mobilfunk;weniger wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnelleres Internet und höheres Volumen der Verbindung, hauptsächlich im ländlichen Bereich.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Datenschutz, Miteinsteiger Huawei könnte Daten missbrauchen.;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3654755;4,8823;2020/06/16;bis 2000;Niedersachsen;West;w;35;Volks-, Hauptschule;ja;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;sehr wichtig;wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;sehr zufrieden;eher unzufrieden;weniger gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Strahlenbelastung;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3659411;,348613;2020/06/17;100000 bis 500000;Niedersachsen;West;w;27;Studium;ja;zwei;zwei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;sehr wichtig;weniger wichtig;wichtig;weniger wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;3663692;1,421694;2020/06/16;100000 bis 500000;Sachsen;Ost;w;53;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Mobilfunk;wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnelleres internet, bessere vernetzung, digitalisierung, effektivere netze;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;strahlenbelastung;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;ja
